iter	Logloss
230	0.2425054272
231	0.2424824454
232	0.242457959
233	0.2424234465
234	0.242392589
235	0.2423485949
236	0.2423322411
237	0.2422733505
238	0.2422488741
239	0.2422206069
240	0.2421941338
241	0.2421501284
242	0.2421271639
243	0.2421084177
244	0.2420775932
245	0.2420521918
246	0.2420203415
247	0.2419943292
248	0.2419692689
249	0.2419390686
250	0.2419163001
251	0.2418979761
252	0.2418736697
253	0.2418614363
254	0.2418336212
255	0.2417956304
256	0.2417674487
257	0.2417503329
258	0.2417218417
259	0.2416791706
260	0.2416585647
261	0.241628257
262	0.2416137507
263	0.2415875142
264	0.2415507169
265	0.2415262403
266	0.2414884966
267	0.2414748035
268	0.241438886
269	0.2414085286
270	0.2413836406
271	0.2413558454
272	0.2413191485
273	0.2412986716
274	0.2412629457
275	0.2412498423
276	0.2412262544
277	0.2411946986
278	0.2411691488
279	0.2411454309
280	0.2410990417
281	0.2410707797
282	0.2410466504
283	0.2410231099
284	0.2409934961
285	0.2409552839
286	0.2409320287
287	0.2409008349
288	0.2408782985
289	0.2408457792
290	0.2408278912
291	0.2408112928
292	0.2407864721
293	0.2407714988
294	0.2407390216
295	0.2406993424
296	0.2406699562
297	0.2406496176
298	0.2406143323
299	0.2405957554
300	0.2405714854
301	0.2405530118
302	0.2405344765
303	0.2405131197
304	0.2404924685
305	0.240472417
306	0.2404482456
307	0.240425778
308	0.2403863761
309	0.2403636667
310	0.2403502879
311	0.2403285486
312	0.2402965772
313	0.2402705926
314	0.2402470204
315	0.240235498
316	0.2402034073
317	0.2401785796
318	0.2401584491
319	0.2401381316
320	0.24010722
321	0.2400867568
322	0.2400619414
323	0.2400418561
324	0.2400263907
325	0.2400054
326	0.2399800281
327	0.2399541016
328	0.2399248378
329	0.2398923552
330	0.239871804
331	0.2398556546
332	0.2398361658
333	0.2398184538
334	0.239805616
335	0.2397929293
336	0.2397647145
337	0.2397415802
338	0.2397258511
339	0.2397144269
340	0.2396873956
341	0.239650945
342	0.2396311272
343	0.2396193758
344	0.2396043921
345	0.2395818277
346	0.239566942
347	0.2395391619
348	0.2395181267
349	0.239500218
350	0.2394838542
351	0.239469159
352	0.2394553415
353	0.2394349378
354	0.2394080794
355	0.2393914359
356	0.239377158
357	0.2393394343
358	0.2393273251
359	0.2392992991
360	0.2392826363
361	0.2392595592
362	0.2392318642
363	0.2392109162
364	0.2391926544
365	0.2391693281
366	0.2391428751
367	0.2391154588
368	0.2390759748
369	0.2390636361
370	0.2390472698
371	0.2390305218
372	0.2390086023
373	0.2389906977
374	0.2389725129
375	0.2389528906
376	0.2389370235
377	0.2389238698
378	0.2389100486
379	0.2388977133
380	0.2388772179
381	0.2388681547
382	0.2388427085
383	0.2388248112
384	0.23880964
385	0.2387971435
386	0.2387729757
387	0.2387573887
388	0.2387450914
389	0.2387251452
390	0.2387009985
391	0.2386919208
392	0.238670567
393	0.2386585765
394	0.2386315883
395	0.2386181015
396	0.2385977889
397	0.2385816921
398	0.238562236
399	0.2385386983
400	0.2385187352
401	0.2384993434
402	0.2384951245
403	0.2384762747
404	0.2384559717
405	0.2384427427
406	0.2384312341
407	0.2384127919
408	0.2384013704
409	0.2383819255
410	0.2383651258
411	0.2383589533
412	0.2383376531
413	0.2383234657
414	0.2383068955
415	0.2382847029
416	0.2382503935
417	0.2382388631
418	0.2382226668
419	0.2382031169
420	0.2381976549
421	0.238177222
422	0.2381584143
423	0.2381466031
424	0.2381388872
425	0.238125265
426	0.2381160155
427	0.2381034338
428	0.2380864126
429	0.2380641401
430	0.2380537624
431	0.2380345929
432	0.238019922
433	0.2380050583
434	0.2379787577
435	0.2379665533
436	0.2379483062
437	0.2379320837
438	0.2379175358
439	0.2378968329
440	0.2378790357
441	0.2378666572
442	0.2378520791
443	0.2378376238
444	0.2378224551
445	0.2378051175
446	0.2377920307
447	0.2377796595
448	0.2377532556
449	0.2377360484
450	0.2377256981
451	0.2377102418
452	0.237691539
453	0.2376768439
454	0.2376700808
455	0.2376504906
456	0.2376319096
457	0.2376186991
458	0.2376081043
459	0.237593109
460	0.2375797811
461	0.2375652721
462	0.2375517824
463	0.2375405899
464	0.2375062787
465	0.2374926075
466	0.2374829035
467	0.237469404
468	0.2374595532
469	0.2374492335
470	0.2374309723
471	0.2374129182
472	0.237401299
473	0.2373902715
474	0.2373725398
475	0.2373608611
476	0.2373486897
477	0.2373351056
478	0.2373192192
479	0.2373057261
480	0.2372911595
481	0.2372735213
482	0.2372571105
483	0.2372432134
484	0.2372181396
485	0.2372061819
486	0.2371924517
487	0.2371790346
488	0.2371631063
489	0.2371482118
490	0.2371411626
491	0.2371325095
492	0.237104626
493	0.237076352
494	0.2370622389
495	0.2370526466
496	0.2370380906
497	0.2370230403
498	0.2370160829
499	0.2369991439
500	0.2369868184
501	0.2369720323
502	0.2369600243
503	0.2369448389
504	0.2369318557
505	0.2369203925
506	0.2369053413
507	0.2368947351
508	0.2368825539
509	0.2368720437
510	0.2368638994
511	0.2368597058
512	0.2368498152
513	0.2368448466
514	0.2368280992
515	0.2368180226
516	0.2368098084
517	0.2367981426
518	0.236786071
519	0.2367761649
520	0.2367640829
521	0.2367530245
522	0.2367434732
523	0.2367326666
524	0.2367220275
525	0.2367097174
526	0.2366932347
527	0.2366731427
528	0.2366648565
529	0.2366473861
530	0.2366307199
531	0.2366171466
532	0.2365990506
533	0.2365848191
534	0.2365771982
535	0.2365624386
536	0.2365512838
537	0.2365350482
538	0.2365229543
539	0.2365183495
540	0.2365055912
541	0.2364935512
542	0.2364747424
543	0.2364635563
544	0.2364545341
545	0.2364430045
546	0.2364314399
547	0.2364150065
548	0.2364022245
549	0.2363888374
550	0.2363789311
551	0.2363661876
552	0.2363494537
553	0.2363364889
554	0.2363214571
555	0.2362921906
556	0.2362793816
557	0.2362663781
558	0.2362545664
559	0.2362431894
560	0.2362323101
561	0.2362149857
562	0.2362041291
563	0.2361943417
564	0.2361820094
565	0.2361702816
566	0.2361636119
567	0.2361556325
568	0.2361439317
569	0.2361296645
570	0.236117867
571	0.2361130889
572	0.2361016329
573	0.2360851723
574	0.2360754308
575	0.2360650942
576	0.2360521205
577	0.2360366852
578	0.2360287776
579	0.2360202404
580	0.2360113164
581	0.2360038419
582	0.2359909592
583	0.2359872666
584	0.2359814374
585	0.2359652852
586	0.2359520468
587	0.2359310624
588	0.2359221373
589	0.2359128556
590	0.2359019375
591	0.235887185
592	0.2358730306
593	0.2358635164
594	0.2358506219
595	0.2358323966
596	0.2358265328
597	0.2358126596
598	0.2358038405
599	0.2357945034
600	0.2357741067
601	0.2357594824
602	0.2357382541
603	0.2357197529
604	0.2357132392
605	0.2357054424
606	0.2356971943
607	0.235686542
608	0.2356771213
609	0.2356672153
610	0.2356541334
611	0.2356445426
612	0.2356353471
613	0.2356281025
614	0.235616685
615	0.2356063769
616	0.2355910724
617	0.235580341
618	0.2355691954
619	0.2355640007
620	0.2355541842
621	0.2355471775
622	0.2355366141
623	0.2355227522
624	0.2355050677
625	0.2354944726
626	0.235479577
627	0.2354725048
628	0.2354551744
629	0.2354425257
630	0.2354334015
631	0.2354253795
632	0.2354199806
633	0.235407018
634	0.2353912453
635	0.2353842042
636	0.2353730617
637	0.2353592379
638	0.2353474005
639	0.2353331913
640	0.2353258454
641	0.2353065351
642	0.2352936517
643	0.2352840302
644	0.2352754022
645	0.2352641749
646	0.2352612926
647	0.2352505215
648	0.2352427817
649	0.2352293477
650	0.2352242298
651	0.2352098939
652	0.2352018776
653	0.2351937383
654	0.2351844129
655	0.2351747377
656	0.235163644
657	0.2351520217
658	0.235139961
659	0.2351326361
660	0.235112914
661	0.2351040089
662	0.2350914337
663	0.2350821125
664	0.2350710357
665	0.235059571
666	0.2350507242
667	0.2350425218
668	0.2350272004
669	0.2350166752
670	0.2350055885
671	0.2349963611
672	0.2349850982
673	0.2349698427
674	0.234960893
675	0.2349507605
676	0.2349376396
677	0.2349250931
678	0.2349109813
679	0.234892539
680	0.2348837679
681	0.2348692485
682	0.2348607503
683	0.2348486602
684	0.23483586
685	0.2348197923
686	0.2348081158
687	0.2347969943
688	0.2347859606
689	0.2347735015
690	0.2347623834
691	0.2347580939
692	0.234738822
693	0.2347298622
694	0.2347179503
695	0.2347071935
696	0.2346940267
697	0.2346801612
698	0.2346722427
699	0.2346641154
700	0.2346501903
701	0.2346396419
702	0.2346282976
703	0.2346171377
704	0.2346066038
705	0.2345956633
706	0.2345865877
707	0.2345777266
708	0.2345665033
709	0.2345588531
710	0.2345517705
711	0.2345452226
712	0.234539272
713	0.234530232
714	0.2345244868
715	0.2345089556
716	0.2344980166
717	0.2344822424
718	0.2344725508
719	0.2344626191
720	0.2344476088
721	0.2344360059
722	0.2344287504
723	0.2344159122
724	0.2344018629
725	0.2343852475
726	0.2343787821
727	0.2343694609
728	0.2343567639
729	0.2343469316
730	0.2343361749
731	0.2343285142
732	0.2343214028
733	0.2343118563
734	0.2343013842
735	0.2342952232
736	0.2342851027
737	0.2342744271
738	0.2342596507
739	0.2342489334
740	0.234238192
741	0.2342293619
742	0.2342165693
743	0.2342074453
744	0.2341951065
745	0.234183102
746	0.2341713607
747	0.2341602492
748	0.2341514464
749	0.2341432135
750	0.2341369793
751	0.234125021
752	0.2341181775
753	0.2341065783
754	0.2340969677
755	0.2340911059
756	0.2340834933
757	0.2340716002
758	0.2340587861
759	0.2340470095
760	0.2340403182
761	0.234028342
762	0.2340190341
763	0.2340054342
764	0.2339853986
765	0.2339723058
766	0.2339629908
767	0.2339522782
768	0.2339441131
769	0.2339298829
770	0.2339173251
771	0.2339099397
772	0.2339017257
773	0.2338910736
774	0.2338803764
775	0.2338711219
776	0.233861234
777	0.2338501182
778	0.2338434089
779	0.2338315718
780	0.2338186507
781	0.2338097909
782	0.2337992057
783	0.2337842846
784	0.2337739533
785	0.233766798
786	0.2337583416
787	0.2337430885
788	0.2337348234
789	0.2337295955
790	0.2337173666
791	0.2337087314
792	0.2336985255
793	0.233685752
794	0.2336759328
795	0.2336690813
796	0.2336626028
797	0.2336517645
798	0.2336404359
799	0.2336300856
800	0.2336170694
801	0.2336079461
802	0.2335985481
803	0.2335876552
804	0.2335758354
805	0.2335663792
806	0.233561409
807	0.2335476941
808	0.233538417
809	0.2335262613
810	0.2335148693
811	0.2335045521
812	0.2334927823
813	0.2334712508
814	0.233463998
815	0.2334539073
816	0.2334361301
817	0.2334258655
818	0.233414691
819	0.2334063321
820	0.2333981966
821	0.2333867729
822	0.2333768673
823	0.2333679457
824	0.2333575427
825	0.233346301
826	0.2333377368
827	0.2333289477
828	0.2333183016
829	0.2333095807
830	0.2332986565
831	0.2332926288
832	0.2332845699
833	0.2332739677
834	0.2332683388
835	0.2332506306
836	0.2332419211
837	0.2332313705
838	0.233219049
839	0.2332126772
840	0.2332049795
841	0.2331965695
842	0.2331854146
843	0.2331825732
844	0.23317539
845	0.2331661691
846	0.2331563683
847	0.2331415435
848	0.233132203
849	0.2331217067
850	0.2331115716
851	0.2331016349
852	0.2330924662
853	0.2330783654
854	0.2330670581
855	0.2330591493
856	0.2330570222
857	0.2330465019
858	0.2330376872
859	0.2330293379
860	0.2330199134
861	0.2330122117
862	0.2330021517
863	0.2329852793
864	0.2329741143
865	0.2329624012
866	0.2329527716
867	0.2329405472
868	0.2329311701
869	0.2329207184
870	0.2329137677
871	0.2329042063
872	0.2328955922
873	0.2328886458
874	0.232878161
875	0.2328681004
876	0.2328572892
877	0.232850643
878	0.2328352023
879	0.2328234576
880	0.2328114442
881	0.2328026525
882	0.2327927126
883	0.232783285
884	0.2327774202
885	0.2327675619
886	0.2327571206
887	0.2327474267
888	0.2327375774
889	0.2327277706
890	0.2327208902
891	0.2327115171
892	0.2327014247
893	0.2326883485
894	0.2326775219
895	0.2326704425
896	0.2326622384
897	0.2326534341
898	0.2326416536
899	0.2326367898
900	0.2326293595
901	0.2326212545
902	0.2326094355
903	0.2325996642
904	0.2325901008
905	0.2325799054
906	0.2325725416
907	0.2325634105
908	0.2325565007
909	0.2325473764
910	0.2325407849
911	0.2325332397
912	0.2325271184
913	0.2325164657
914	0.2325047684
915	0.2324922962
916	0.2324764131
917	0.2324697382
918	0.2324600654
919	0.2324511048
920	0.2324417101
921	0.2324244371
922	0.2324149553
923	0.2324065713
924	0.2323970085
925	0.2323929152
926	0.2323852785
927	0.2323803092
928	0.2323713006
929	0.2323531975
930	0.2323448117
931	0.2323407384
932	0.2323316139
933	0.2323225525
934	0.2323103466
935	0.2323004695
936	0.2322954253
937	0.2322840339
938	0.2322799951
939	0.2322715968
940	0.2322630734
941	0.2322549955
942	0.2322418908
943	0.2322323838
944	0.2322200676
945	0.2322135229
946	0.2322043391
947	0.2321923917
948	0.2321820523
949	0.2321752163
950	0.232168114
951	0.2321582745
952	0.2321483174
953	0.2321375271
954	0.2321249045
955	0.2321165427
956	0.2321064768
957	0.2320980519
958	0.2320903019
959	0.2320797079
960	0.2320778935
961	0.2320690023
962	0.2320580377
963	0.2320488318
964	0.232040593
965	0.2320315371
966	0.2320218663
967	0.2320135246
968	0.2320065633
969	0.2319994497
970	0.2319883382
971	0.231982866
972	0.2319739404
973	0.2319680098
974	0.2319594546
975	0.2319516734
976	0.2319420386
977	0.2319337368
978	0.2319234053
979	0.2319146443
980	0.2319032441
981	0.2318932724
982	0.2318849553
983	0.2318776402
984	0.2318665176
985	0.2318561953
986	0.2318477261
987	0.2318383174
988	0.2318296105
989	0.2318202309
990	0.2318109088
991	0.2318023765
992	0.2317888969
993	0.231777276
994	0.2317674708
995	0.2317614269
996	0.2317526263
997	0.2317433317
998	0.2317320653
999	0.231723916
